BLUE_TOP,BLUE_JUNGLE,BLUE_MIDDLE,BLUE_BOTTOM,BLUE_UTILITY,RED_WINNER,RED_TOP,RED_JUNGLE,RED_MIDDLE,RED_BOTTOM,RED_UTILITY
Zoe,Hecarim,Akshan,Varus,Zyra,True,Jax,Briar,Annie,Lucian,Milio
Nocturne,Viego,Orianna,Lucian,Taric,True,Garen,Nidalee,Akshan,Ezreal,Soraka
Garen,Zed,Sylas,Ziggs,Nautilus,True,Kayle,XinZhao,Ahri,Smolder,Nami
Jayce,Khazix,Chogath,Yunara,Leona,False,Ambessa,Gwen,Orianna,Lucian,Pyke
Ambessa,Viego,Viktor,Tristana,Rakan,False,Fiora,Pantheon,Azir,Aphelios,Sona
Ambessa,Viego,Karma,Senna,TwistedFate,False,Jax,Hecarim,Azir,Ezreal,Nautilus
Yone,JarvanIV,Zac,Senna,Leona,True,Irelia,Volibear,Anivia,Smolder,Alistar
Ambessa,Skarner,Galio,Yunara,Rakan,False,Kled,JarvanIV,Yone,Mel,Alistar
Aatrox,JarvanIV,Katarina,Senna,Rell,True,RekSai,Qiyana,Neeko,Aphelios,Nidalee
Renekton,Shaco,Azir,Yunara,Blitzcrank,True,Kled,Trundle,Annie,Jinx,Alistar
LeeSin,Vi,Galio,Senna,DrMundo,False,Nasus,XinZhao,Ryze,Lucian,Braum
Fiora,LeeSin,Sylas,Twitch,Neeko,False,Malphite,Trundle,Cassiopeia,Yunara,Lulu
Heimerdinger,Vi,Orianna,Corki,Nautilus,True,Smolder,Talon,Taliyah,Twitch,Rakan
Janna,Hecarim,Azir,Senna,Rell,False,Fiora,Trundle,Ziggs,MissFortune,Pyke
Vayne,Nidalee,Syndra,Tristana,Lulu,False,Aurora,JarvanIV,Orianna,Xayah,Nautilus
Irelia,Mordekaiser,Galio,Yunara,Lulu,False,Neeko,Gwen,Syndra,Aphelios,Milio
Sion,Vi,Orianna,Yunara,Neeko,False,Zac,MonkeyKing,Ziggs,Lucian,Vladimir
Gwen,LeeSin,Annie,Corki,Teemo,False,Heimerdinger,XinZhao,Syndra,Yunara,Sona
Irelia,Elise,Aurora,Jhin,Teemo,False,Yorick,Pantheon,Akali,Mel,Sona
Yone,Udyr,Yasuo,Xayah,Alistar,True,Warwick,Khazix,Annie,Kaisa,Lux
Renekton,Nocturne,Annie,Yunara,Nautilus,True,Fiora,MasterYi,Anivia,Vladimir,Alistar
Ambessa,Zed,Ahri,Kaisa,Neeko,False,Irelia,Vi,Taliyah,Ezreal,Nautilus
Yorick,Ambessa,Galio,Kaisa,Nautilus,False,Chogath,Shyvana,Akali,Ezreal,Morgana
Yorick,DrMundo,Annie,Mel,Leona,True,Irelia,Shyvana,Azir,Lucian,Braum
Aurora,Trundle,Orianna,Yunara,Leona,False,Rumble,Khazix,Ekko,Tristana,Shen
Irelia,Ambessa,Galio,Corki,Nautilus,True,Renekton,Hecarim,Ahri,Ezreal,Braum
Irelia,Viego,Nunu,Caitlyn,Udyr,False,Gragas,Karthus,Sylas,Yunara,Nami
Renekton,Pantheon,Lux,Ezreal,Neeko,False,Irelia,JarvanIV,Ryze,Smolder,Soraka
Vayne,Qiyana,Ahri,Lucian,Nami,False,Gragas,Udyr,Tristana,Corki,Janna
Azir,Gwen,Galio,Corki,Nami,False,Shen,Maokai,Tristana,Yunara,Neeko
Ambessa,Pantheon,Ziggs,Sivir,Mel,True,Sion,Karthus,Naafiri,Lucian,Trundle
Sion,Belveth,Tristana,Lux,Zoe,False,Gwen,Volibear,Galio,Jhin,Blitzcrank
Jayce,Trundle,Aurora,Yunara,Lulu,False,Kennen,JarvanIV,Qiyana,Senna,Sona
Rengar,Trundle,Sylas,Yunara,Karma,True,Heimerdinger,MasterYi,Yone,Lucian,Nami
Darius,MonkeyKing,Anivia,Kalista,Renata,False,Irelia,Pantheon,Zoe,Tristana,Neeko
Garen,Chogath,Galio,Ezreal,Braum,True,Vayne,Nunu,Tristana,Yunara,Alistar
Gragas,Pantheon,Yone,Lucian,Nami,True,Irelia,Lulu,Azir,Zeri,
Urgot,Viego,Orianna,Twitch,Alistar,False,Gwen,Pantheon,Hwei,Jhin,Bard
Renekton,Belveth,Ziggs,Jinx,Nautilus,True,Riven,Nidalee,Sylas,Aphelios,Lulu
Kayle,Viego,Orianna,KogMaw,Lulu,True,KSante,Elise,Tristana,Jinx,Alistar
Gragas,Qiyana,Orianna,Vayne,Poppy,False,Ambessa,Ekko,Tristana,Kaisa,Nautilus
Ivern,Gwen,Orianna,Smolder,Nautilus,False,Ryze,Hecarim,Tristana,Jhin,Karma
Ambessa,XinZhao,Taliyah,Corki,Nautilus,False,Gragas,Kindred,Sylas,Ashe,Thresh
Rumble,Poppy,Azir,Yunara,Yuumi,False,Jayce,JarvanIV,Ziggs,Zeri,Nautilus
Viktor,XinZhao,Tristana,Velkoz,Thresh,False,Irelia,Kindred,Vladimir,Yunara,Rell
Irelia,Nidalee,Tristana,Senna,Nautilus,False,Teemo,Belveth,Corki,Lucian,Karma
Irelia,JarvanIV,Taliyah,Yunara,Soraka,False,Ambessa,XinZhao,Leblanc,Aphelios,Thresh
Ambessa,Nunu,Aurora,Sivir,Soraka,True,Gwen,Viego,Orianna,Kaisa,Nautilus
Gwen,JarvanIV,Syndra,Sivir,Kennen,False,Ambessa,LeeSin,Ziggs,Lucian,Karma
Rumble,Trundle,Orianna,Jinx,Alistar,True,Yorick,Nunu,Ziggs,Tristana,Pyke
Jax,LeeSin,Azir,Viktor,Poppy,False,Vladimir,Pantheon,Ryze,Tristana,Rakan
Riven,Pantheon,Annie,MissFortune,Sylas,False,Quinn,Elise,Azir,Vayne,Karma
Jax,Nidalee,Sylas,Senna,Braum,True,Gwen,Zac,TwistedFate,KogMaw,Lulu
Ryze,Vi,Ahri,Jhin,Karma,False,Aatrox,JarvanIV,Taliyah,Kaisa,Lulu
Gragas,XinZhao,Sylas,Zeri,Lulu,False,Fiora,JarvanIV,Aurora,Ezreal,Karma
Azir,JarvanIV,Galio,Kaisa,Rakan,True,Irelia,Ekko,Leblanc,Corki,Rell
Rumble,Belveth,Orianna,Corki,Karma,True,Riven,Amumu,Viktor,Ezreal,Sona
Mordekaiser,XinZhao,Orianna,Senna,Nami,False,Irelia,Zac,Viktor,Lucian,Thresh
DrMundo,LeeSin,Azir,Aphelios,Pyke,False,Sion,Diana,Orianna,Sivir,Poppy
Jayce,Vi,TwistedFate,Jinx,Swain,True,Riven,Pantheon,Orianna,Aphelios,Rakan
Kennen,Viego,Orianna,Jhin,Thresh,True,DrMundo,Nunu,MonkeyKing,Jinx,Sona
KSante,XinZhao,Sylas,Jinx,Rakan,True,Kayle,Belveth,Pantheon,Ziggs,Gragas
Shen,Pantheon,Ryze,Ezreal,Braum,False,Smolder,Zyra,Naafiri,Corki,Pyke
Neeko,Pantheon,Ryze,Corki,Elise,False,Mordekaiser,Diana,Naafiri,Twitch,Braum
Lissandra,MonkeyKing,Ryze,Lucian,Braum,True,Tryndamere,JarvanIV,Annie,Jhin,Karma
Gnar,Trundle,Zoe,Twitch,Nautilus,False,Quinn,KSante,Sylas,Mel,Bard
Olaf,Zed,Ahri,Ezreal,Karma,True,Yorick,Rengar,Annie,Sivir,Pyke
Jayce,Elise,Corki,Aphelios,Hwei,True,Yorick,MonkeyKing,Aurora,Jhin,Thresh
Gragas,Nocturne,Galio,Aphelios,Blitzcrank,True,Ambessa,XinZhao,Aurora,Kaisa,FiddleSticks
Jayce,Pantheon,Viktor,Ezreal,Karma,True,Irelia,Qiyana,Ryze,Twitch,Rakan
Irelia,LeeSin,Ryze,Twitch,Neeko,True,MonkeyKing,Rengar,Aurora,Karthus,Nautilus
Gwen,Jax,Lucian,Twitch,Zoe,True,Ambessa,LeeSin,Katarina,Corki,Alistar
Shen,MonkeyKing,AurelionSol,Twitch,Lulu,False,Jayce,Nocturne,Vex,Lux,Rakan
Viktor,Viego,Sylas,Draven,Braum,False,Ornn,Jax,Taliyah,KogMaw,Leona
Azir,Pantheon,Corki,Jhin,Alistar,True,Ambessa,Zed,Taliyah,Varus,Poppy
Ambessa,LeeSin,Ziggs,Aphelios,Elise,False,Renekton,Neeko,Taliyah,Ezreal,
Riven,Viego,Sylas,Smolder,Lulu,False,Ambessa,Nunu,Mel,Tristana,Leona
Renekton,LeeSin,Sylas,MissFortune,Alistar,False,Gwen,Talon,Corki,Sivir,Rakan
Irelia,Zyra,Sylas,Aphelios,Nautilus,True,Jax,Ekko,Jayce,Ezreal,Karma
Gnar,Viego,Tristana,Viktor,Alistar,True,Jayce,LeeSin,Sylas,Sivir,Bard
Rumble,Zed,Kassadin,Ezreal,Leona,False,Aurora,Vi,LeeSin,Mel,Sona
Jax,Graves,Syndra,Varus,Rakan,True,Kennen,Talon,Kassadin,Senna,Nautilus
Yorick,Draven,Aurora,Veigar,Alistar,True,Renekton,Gragas,Kassadin,Corki,Leona
Yorick,Pantheon,Taliyah,Sivir,Rell,True,Jayce,MonkeyKing,AurelionSol,Ezreal,Sona
Aurora,MonkeyKing,Vladimir,Varus,Bard,False,Jax,JarvanIV,Azir,Ezreal,Neeko
Ambessa,Shaco,Corki,Zeri,Poppy,False,Jayce,LeeSin,Galio,Jhin,Rell
Ambessa,LeeSin,Annie,Senna,Nautilus,False,Aatrox,Sylas,Lucian,Caitlyn,Neeko
Ambessa,LeeSin,Vex,Aphelios,Braum,True,Renekton,Ekko,Kassadin,Hwei,Poppy
Jayce,Nidalee,Leblanc,Jinx,Gragas,False,Sion,Talon,Ryze,Lux,Pyke
Fiora,Ekko,Jayce,Lucian,Braum,False,Kennen,Pantheon,Aurora,Aphelios,TahmKench
Akali,JarvanIV,Corki,Sivir,Leona,False,Sion,LeeSin,Sylas,Lux,Pyke
Jayce,JarvanIV,Orianna,Zyra,Bard,False,Heimerdinger,LeeSin,Irelia,Aphelios,Braum
Darius,Qiyana,Sylas,MissFortune,Braum,True,DrMundo,Amumu,Irelia,Corki,Pantheon
Ambessa,Sejuani,Irelia,Smolder,Sona,True,KSante,LeeSin,Aurora,Viktor,Rakan
Ambessa,Udyr,Ekko,Lucian,Braum,True,Irelia,LeeSin,Syndra,Twitch,Bard
Ambessa,Talon,Sylas,Ezreal,Soraka,True,Renekton,Naafiri,TwistedFate,Kaisa,Pyke
Urgot,Gwen,Yone,Yasuo,Nidalee,False,Ambessa,Khazix,TwistedFate,Lux,Morgana
Urgot,JarvanIV,TwistedFate,Seraphine,Galio,False,Teemo,LeeSin,Gwen,Twitch,Pyke
Rumble,Trundle,Sylas,Tristana,Milio,False,Jayce,Volibear,Varus,KogMaw,Karma
Yone,Vi,Tristana,Corki,Janna,True,Viego,Trundle,Kassadin,Twitch,Milio
Vladimir,Vi,Aurora,Ezreal,TahmKench,False,Ryze,Trundle,Nidalee,Twitch,Lulu
Ambessa,Vi,Akali,Twitch,Poppy,False,Jayce,Taliyah,Tristana,Corki,Pyke
Rengar,Belveth,TwistedFate,Zeri,Bard,True,Jax,Pantheon,Diana,Twitch,Lulu
Renekton,Ivern,Sylas,KogMaw,Thresh,True,Gwen,JarvanIV,Orianna,Tristana,Soraka
Jayce,Graves,Orianna,Kaisa,Karma,True,Renekton,Qiyana,Sylas,Xayah,Rell
Viego,DrMundo,Sylas,Varus,Velkoz,False,Lissandra,Volibear,Vayne,Morgana,Sona
Kled,Pantheon,Azir,Draven,Braum,False,Lissandra,Sejuani,Aurora,Corki,Renata
Chogath,Pantheon,Aurora,Kaisa,Karma,False,Vayne,MonkeyKing,Syndra,Lucian,Nami
Aurora,Jax,Yone,Varus,Seraphine,True,Jayce,Khazix,Sylas,Jhin,Karma
Ivern,LeeSin,Irelia,Lucian,Zoe,True,Fiora,Kindred,Annie,Aphelios,Rell
Aurora,Volibear,Irelia,MissFortune,Poppy,False,Fiora,Ambessa,Annie,Lucian,Rell
Heimerdinger,XinZhao,TwistedFate,Lucian,Braum,True,Yasuo,JarvanIV,Mel,Urgot,Nautilus
Gwen,Trundle,Sett,Lux,Senna,True,Vayne,Ekko,Aurora,Irelia,Rell
Kled,XinZhao,Syndra,Zeri,Lulu,True,Riven,LeeSin,TwistedFate,Tristana,Neeko
Jayce,Ambessa,Syndra,Aphelios,Alistar,False,Ryze,Nidalee,Yone,Tristana,Rell
Malphite,XinZhao,Kassadin,Lucian,Janna,False,Camille,Shen,Tryndamere,Sivir,
Renekton,JarvanIV,Aurora,Ezreal,Leona,False,Volibear,Pantheon,Sylas,Jhin,Thresh
Gnar,Karthus,Viktor,Senna,Nautilus,False,Renekton,Volibear,Zoe,Xayah,Alistar
Garen,Briar,Sylas,Sivir,Karma,True,Teemo,Pantheon,Taliyah,Senna,Alistar
Ambessa,Ekko,Yone,Aphelios,Janna,False,Teemo,Naafiri,Orianna,Xayah,Senna
Renekton,Hecarim,Orianna,Jhin,Pyke,True,Riven,Pantheon,Sylas,Hwei,Alistar
Kayle,Rengar,TwistedFate,Sivir,Janna,False,Malphite,Malzahar,Mel,Draven,Nautilus
Kayle,Pantheon,Sylas,Caitlyn,Lux,False,Ambessa,JarvanIV,Ahri,Twitch,Lulu
KSante,XinZhao,Zoe,Senna,Nautilus,True,Riven,Hecarim,Orianna,Aphelios,Thresh
Jayce,Shaco,TwistedFate,Tristana,Nautilus,False,Viego,Pantheon,Sylas,Vayne,Braum
LeeSin,Gwen,KSante,Aphelios,Karma,False,Rammus,Vi,Sylas,Kaisa,Rell
Ornn,JarvanIV,Heimerdinger,Caitlyn,Bard,True,Aatrox,Pantheon,Zoe,Mel,Senna
Riven,Nidalee,KSante,Varus,Sona,False,Camille,LeeSin,Zoe,Zilean,Bard
Sion,Kayn,Sylas,Senna,Pyke,False,Ambessa,LeeSin,Akali,Sivir,Yuumi
Sion,Khazix,Sylas,Varus,Poppy,False,Yone,LeeSin,TwistedFate,Corki,Pyke
Garen,JarvanIV,Sylas,Aphelios,Elise,False,Nocturne,Viego,Ahri,Kaisa,Pyke
Kayle,Ekko,Sylas,Zeri,Lulu,True,Gwen,XinZhao,Riven,Lucian,Nami
Poppy,LeeSin,Syndra,Ashe,Braum,True,Riven,Pantheon,Zoe,Jhin,Neeko
Rumble,Rammus,Sylas,Aphelios,Milio,True,Jayce,Volibear,TwistedFate,Jinx,Karma
Fiora,Hecarim,Kassadin,Sivir,Rell,True,Ambessa,Diana,Sylas,Caitlyn,Thresh
Renekton,Nunu,Lissandra,Draven,Zac,False,Vladimir,MasterYi,Zoe,Aphelios,Nautilus
Tryndamere,Hecarim,Zoe,Sivir,Lulu,False,Jayce,Shaco,Orianna,Xayah,Rakan
Gwen,MasterYi,Ahri,Tristana,Rell,True,Teemo,Nunu,Yone,Sivir,Braum
Kayle,Hecarim,Syndra,Lucian,Braum,True,KSante,Shaco,Zoe,Ezreal,Karma
Ambessa,Hecarim,Taliyah,Corki,Blitzcrank,False,DrMundo,Nunu,Lissandra,Aphelios,Milio
Kled,Hecarim,Hwei,Draven,TahmKench,False,KSante,Alistar,Zoe,Veigar,
Renekton,Nidalee,Vladimir,Zeri,Braum,True,Aurora,Ekko,Zed,Kaisa,Rell
Fiora,Hecarim,Galio,Lux,Nautilus,True,Tryndamere,Nidalee,Sylas,Senna,TahmKench
Ambessa,Hecarim,TwistedFate,Ezreal,Janna,False,Aatrox,Nidalee,Sylas,MissFortune,Alistar
Renekton,LeeSin,Syndra,Jhin,Elise,True,Aatrox,Zac,Zoe,Zeri,Taric
Shen,XinZhao,Ryze,Ezreal,Karma,True,Rengar,Volibear,Sylas,Kaisa,Rakan
KSante,Talon,Sylas,Jhin,Janna,False,Shen,Pantheon,Yone,Caitlyn,Neeko
Gnar,Talon,Zoe,Karthus,Alistar,True,Sylas,XinZhao,Annie,Tristana,Braum
Ahri,Poppy,Katarina,Tristana,Braum,False,Kayle,JarvanIV,Sylas,Kalista,Taric
Vladimir,XinZhao,Renekton,Senna,Thresh,True,Aurora,Trundle,Kassadin,MissFortune,Leona
Kayle,Ekko,Yone,Zyra,Yuumi,True,KSante,Talon,Kassadin,Draven,Zilean
Sion,Zed,Akali,Kaisa,TwistedFate,True,KSante,Graves,Fizz,Draven,FiddleSticks
Illaoi,JarvanIV,Sylas,Aphelios,TahmKench,True,Mordekaiser,Olaf,Katarina,Varus,Rell
Darius,FiddleSticks,Corki,Varus,Alistar,True,Renekton,JarvanIV,Sylas,Aphelios,Rell
Ahri,Nunu,Kayle,Yasuo,Soraka,False,Teemo,Naafiri,Sylas,Aphelios,Blitzcrank
Jax,Zed,Galio,Xayah,Thresh,False,Akali,Malphite,Yone,Corki,Elise
Riven,Trundle,Sylas,Cassiopeia,Senna,False,Aatrox,DrMundo,Viktor,Tristana,Nautilus
Vladimir,Hecarim,Sylas,Zeri,Alistar,False,Teemo,Nunu,Yasuo,Twitch,Elise
Ambessa,Shaco,Akshan,Varus,Sylas,False,LeeSin,Hecarim,Zoe,Seraphine,Alistar
DrMundo,JarvanIV,Zoe,Draven,FiddleSticks,True,Kled,Malphite,Ahri,Ezreal,Senna
Irelia,Nunu,Aurora,Tristana,Milio,True,Teemo,JarvanIV,Sylas,Karthus,Thresh
Chogath,Volibear,Galio,Varus,Neeko,False,Yone,Nidalee,Mel,Corki,Rell
Jayce,Shaco,Taliyah,Sivir,Alistar,True,Yorick,LeeSin,Sylas,Kaisa,Bard
Quinn,Khazix,Veigar,Lucian,Leblanc,True,Azir,Vi,Sylas,Caitlyn,Karma
Quinn,Pantheon,Syndra,Ezreal,Karma,True,Shen,Zyra,Sylas,Jhin,Rell
Jax,JarvanIV,Zoe,Caitlyn,Senna,False,Riven,Karthus,Yone,Kaisa,Nautilus
Vladimir,Trundle,Tryndamere,Corki,Nautilus,True,Riven,Hecarim,Sylas,Ezreal,Karma
Ambessa,Nocturne,Zoe,Ezreal,Bard,True,Aatrox,Poppy,Ahri,Aphelios,Rakan
Gnar,LeeSin,Sylas,Ashe,Braum,True,KSante,Volibear,,Lucian,Nautilus
Kayle,Gwen,Sylas,Sion,Senna,False,Yorick,LeeSin,Veigar,Jhin,Karma
Ryze,LeeSin,Zoe,Ezreal,Neeko,False,Heimerdinger,Kayn,Ahri,Zeri,Pyke
Irelia,Volibear,Zilean,Ezreal,Karma,True,Aatrox,Zeri,Sylas,Ziggs,Neeko
Gnar,Viego,Akali,MissFortune,Velkoz,True,Shen,LeeSin,Zoe,Ashe,Milio
Volibear,MonkeyKing,Sylas,Xayah,Rakan,False,Urgot,Karthus,Smolder,Tristana,Neeko
Volibear,Karthus,Leblanc,Xayah,Rakan,True,Garen,Nocturne,Zoe,Smolder,Braum
Urgot,LeeSin,Zoe,Lucian,Blitzcrank,False,Kayle,Khazix,Leblanc,Ashe,Pyke
Rumble,Kayn,Taliyah,Caitlyn,Mel,True,Riven,Lillia,Tryndamere,Ziggs,Seraphine
Swain,Kayn,Taliyah,Corki,Alistar,False,Fiora,Pantheon,Sylas,Tristana,Zyra
Jayce,Ekko,Syndra,Zeri,Karma,False,Nidalee,Viego,Sylas,Jhin,Neeko
Chogath,Nidalee,Diana,Senna,Neeko,True,Riven,LeeSin,Zoe,Zeri,Nami
Kled,Viego,Sylas,Jhin,Braum,True,Shen,Hecarim,Ryze,Kaisa,Alistar
Riven,Volibear,Azir,Zeri,Alistar,True,KSante,Nocturne,Zoe,Jhin,Rakan
Aatrox,Ambessa,Annie,Kaisa,Rakan,True,Urgot,Viego,Sylas,Ezreal,Taliyah
Mordekaiser,Nocturne,Sylas,Tristana,Zilean,False,Olaf,FiddleSticks,Sion,Smolder,Rell
Renekton,Elise,Zoe,Ezreal,Taliyah,True,KSante,MonkeyKing,Ahri,Corki,Nami
KSante,Kayn,Neeko,Kaisa,Alistar,False,Vladimir,MasterYi,Yone,Tristana,Morgana
Renekton,Briar,Sylas,Tristana,Rell,True,Ambessa,XinZhao,Ekko,Jhin,Poppy
Kayle,RekSai,Sylas,Zeri,Yuumi,False,Urgot,Udyr,Ekko,Jhin,Nami
Renekton,Pantheon,Sylas,Jhin,Alistar,False,Ornn,Ekko,Zeri,Senna,Sona
Ambessa,Trundle,Zoe,Kaisa,Leona,False,Aatrox,Pantheon,Akali,Mel,Bard
Jax,Graves,Cassiopeia,Lux,Zoe,True,Ambessa,Volibear,Sylas,Varus,Morgana
Teemo,Trundle,Taliyah,Jhin,Janna,False,Heimerdinger,LeeSin,Katarina,Tristana,Rakan
Gragas,Ekko,Yone,Zeri,Yuumi,False,Malphite,XinZhao,Zoe,Tristana,Rakan
Ornn,LeeSin,Ekko,MissFortune,Nautilus,False,Chogath,Volibear,Zoe,Lucian,Nami
Chogath,Udyr,Jayce,Jhin,Karma,True,Irelia,Ivern,Zoe,Jinx,Leona
Ornn,Nocturne,AurelionSol,Jhin,Janna,True,Fiora,Taliyah,Viktor,Cassiopeia,Neeko
Riven,Pantheon,Viktor,Jhin,Zoe,False,Kayle,Volibear,Sylas,Ashe,Nami
Jayce,LeeSin,Zoe,Aphelios,Thresh,False,Kayle,Talon,Lux,Draven,Soraka
Vladimir,LeeSin,Sylas,Zyra,Amumu,False,Jayce,Hecarim,Yasuo,Viktor,Elise
Jayce,Nidalee,Talon,Viktor,Soraka,False,Nasus,Gwen,Yone,Aphelios,Thresh
TwistedFate,Udyr,Yone,Ashe,Senna,True,Jax,Nidalee,Zeri,Jhin,Bard
Kayn,Qiyana,Zoe,Tristana,Nautilus,True,Kled,Karthus,TwistedFate,Zeri,Yuumi
Udyr,Vi,Zoe,Tristana,Rakan,True,Yasuo,Qiyana,Akali,Kaisa,Braum
Ambessa,Talon,Syndra,Senna,Soraka,False,Veigar,Udyr,Yone,MissFortune,Karma
Sett,Pantheon,Veigar,Draven,Thresh,False,Kled,Viego,Yone,Lux,Zoe
Veigar,MonkeyKing,Zoe,Sivir,Braum,True,Vladimir,Pantheon,Leblanc,Draven,Rakan
Azir,Talon,Ryze,KogMaw,Braum,False,Quinn,Trundle,Fizz,Lucian,Rakan
Quinn,Viego,Galio,Ashe,Nami,True,KSante,Diana,Zoe,Lucian,Rakan
Shen,Shaco,Yone,Ekko,Bard,False,KSante,Pantheon,Azir,Tristana,Neeko
Sion,Rammus,Leblanc,Kaisa,Sona,False,Aatrox,Ekko,Yone,Jinx,Zilean
Chogath,Evelynn,Taliyah,Jinx,Janna,False,Nasus,Pantheon,Mel,MissFortune,Nami
KSante,Ekko,Jayce,Aphelios,Lulu,True,Sion,LeeSin,Zoe,Lucian,Braum
Aatrox,Udyr,Zoe,Varus,Sona,False,Gragas,LeeSin,Yone,Zeri,Soraka
Ambessa,Naafiri,Sylas,Lucian,Sona,True,Singed,Urgot,Jayce,Mel,Rell
Ryze,Briar,TwistedFate,Aphelios,Poppy,True,Shen,Pantheon,Orianna,Smolder,Janna
Gnar,Gwen,TwistedFate,Jhin,Seraphine,False,Volibear,Karthus,Yone,Jayce,Neeko
Nasus,Ekko,Yone,Zeri,Nautilus,True,Vladimir,Vi,Sylas,Kaisa,Renata
Urgot,Ekko,Swain,Zeri,Lulu,True,Chogath,Naafiri,Kassadin,Vayne,Blitzcrank
Mordekaiser,Kayn,Akali,Caitlyn,Alistar,False,Ornn,Talon,Smolder,Samira,Amumu
Ambessa,Brand,Sylas,Senna,Karma,False,Urgot,Naafiri,Anivia,Sivir,Alistar
KSante,RekSai,TwistedFate,Jhin,Nautilus,True,Quinn,Elise,Yone,Aphelios,Braum
Yone,Talon,Sylas,Lucian,Nautilus,False,Garen,Nunu,Veigar,Xayah,Nami
Ambessa,Rammus,Diana,Tristana,Rell,False,Rumble,Ivern,Yone,Xayah,Rakan
XinZhao,Ekko,Yone,Lucian,Nami,True,Kled,Vi,Yasuo,Senna,Lulu
Rumble,Talon,Zed,Hwei,Rakan,True,Ornn,XinZhao,Cassiopeia,Kaisa,Leona
DrMundo,LeeSin,Ryze,Jhin,Bard,False,Yorick,Volibear,Hwei,Tristana,Yuumi
Riven,JarvanIV,Neeko,Azir,Poppy,True,Yorick,LeeSin,Taliyah,Corki,Rell
Gnar,Trundle,Orianna,Caitlyn,Rumble,True,Heimerdinger,Nunu,Sylas,Draven,Janna
Shen,Talon,Azir,Aphelios,Lulu,False,Kennen,Ekko,Corki,Kaisa,Karma
Fiora,Talon,Yasuo,Ziggs,Leona,True,Quinn,Gwen,Corki,Kalista,Alistar
Kayle,Rengar,Vladimir,Smolder,Rell,True,Chogath,Belveth,AurelionSol,Samira,Nautilus
Jayce,Zyra,Vladimir,Tristana,Alistar,False,Yorick,Ekko,Corki,Smolder,Heimerdinger
Kled,Elise,Tristana,Ezreal,Braum,True,KSante,Sejuani,Syndra,Senna,Neeko
Urgot,Pantheon,Heimerdinger,Sivir,Kennen,False,Aatrox,Nocturne,TwistedFate,Jhin,Braum
Gragas,Talon,Lissandra,Ezreal,Nidalee,True,Rumble,Rengar,Galio,Lucian,Nami
Tryndamere,MonkeyKing,Vladimir,Brand,Janna,True,Singed,Rengar,Orianna,Ashe,Nidalee
Corki,Kayn,Vladimir,Seraphine,Rumble,True,Riven,Viego,Syndra,Aphelios,Rell
Yasuo,Lillia,Ambessa,Zyra,Rell,False,Vladimir,MonkeyKing,Taliyah,Jhin,Sona
Vladimir,Shen,Orianna,Senna,Milio,True,Kled,Vi,Corki,Mel,Nami
Heimerdinger,Volibear,Corki,Senna,Trundle,False,Vladimir,Udyr,Ekko,Lucian,Nami
Shen,Viego,TwistedFate,Lucian,Nami,True,Sett,Pantheon,AurelionSol,Jinx,Velkoz
Fiora,Viego,Lissandra,Caitlyn,FiddleSticks,True,Trundle,Taliyah,Kayle,Lucian,Milio
Ahri,Vi,Kennen,Lucian,Leona,True,Trundle,Viego,TwistedFate,Xayah,Neeko
Urgot,RekSai,Zoe,Senna,Sona,True,Gnar,Diana,Lissandra,Lucian,Neeko
Darius,Khazix,Ahri,Varus,Nami,True,Renekton,Taliyah,Zoe,Jinx,Bard
Jayce,Nocturne,Leblanc,Senna,Braum,True,Camille,RekSai,Syndra,Aphelios,Janna
Volibear,LeeSin,Zoe,Lucian,Rumble,True,Ornn,Karthus,Corki,Jinx,Milio
Shen,Talon,TwistedFate,Smolder,Neeko,False,DrMundo,MasterYi,Heimerdinger,Senna,Sona
Yasuo,Belveth,Ziggs,Senna,Elise,False,Jayce,Ivern,Cassiopeia,Lucian,Braum
Singed,Graves,Galio,Sivir,Gragas,False,MonkeyKing,Diana,Talon,Caitlyn,Lux
Urgot,Ekko,Corki,Ashe,Gragas,False,Jayce,Pantheon,Zed,Ziggs,Janna
Urgot,Pantheon,Azir,Jhin,Sett,False,Aatrox,Gragas,Hwei,Draven,Nautilus
Jayce,Ambessa,Viktor,MissFortune,Nautilus,False,Ornn,Ivern,Corki,Draven,Zyra
DrMundo,Lillia,Yone,Lucian,Milio,False,Ambessa,Evelynn,Yasuo,Ashe,Janna
Riven,Hecarim,Tristana,Zyra,Rell,True,Teemo,Vi,Orianna,Kaisa,Neeko
Mordekaiser,Briar,Taliyah,Ezreal,Blitzcrank,True,Ornn,LeeSin,Galio,Viktor,Nami
Sett,Briar,AurelionSol,Draven,Bard,False,Renekton,Nidalee,Hwei,Varus,Renata
Swain,LeeSin,TwistedFate,MissFortune,Karma,False,Shen,Hecarim,Karthus,Draven,Nautilus
Urgot,Taric,Yasuo,Xerath,Seraphine,True,KSante,Khazix,Orianna,Ezreal,Lulu
Renekton,Briar,Azir,Kaisa,Lulu,False,Vladimir,Taric,Yasuo,Ezreal,Karma
Yorick,Jax,Aurora,Jinx,Pyke,False,Vladimir,Volibear,Tristana,Corki,Taric
Yasuo,Gragas,Azir,Kaisa,Taric,False,Briar,Naafiri,Ryze,Varus,Nautilus
Rengar,Zyra,Kaisa,Ezreal,Seraphine,True,Malphite,Pantheon,Ahri,Draven,Nautilus
